addition([8749], [30986], 5).
addition([34403], [56235], 9).
addition([49338], [32082], 7).
addition([8216], [11504], 10).
addition([54761], [36831], 8).
addition([30971], [20315], 14).
addition([59127], [26865], 17).
addition([23275], [29520], 9).
addition([39284], [40341], 11).
addition([15946], [34970], 7).
addition([59019], [27691], 10).
addition([53232], [18277], 16).
addition([30727], [21834], 13).
addition([55036], [51061], 1).
addition([5647], [41617], 2).
addition([55053], [22012], 8).
addition([5153], [56438], 10).
addition([24335], [41329], 14).
addition([15842], [43029], 6).
addition([36561], [38163], 7).
addition([25736], [37109], 16).
addition([10000], [47482], 3).
addition([17840], [18573], 7).
addition([24954], [18119], 11).
addition([6148], [33930], 5).
addition([3506], [52227], 12).
addition([14686], [37079], 3).
addition([38009], [17699], 5).
addition([39665], [12722], 7).
addition([52837], [21220], 7).
addition([10468], [18400], 2).
addition([29793], [57933], 8).
addition([14940], [10448], 7).
addition([8128], [10051], 10).
addition([4938], [22459], 5).
addition([43816], [29586], 4).
addition([7465], [28022], 4).
addition([34151], [29302], 17).
addition([12473], [44955], 8).
addition([21703], [9494], 7).
addition([5853], [23649], 11).
addition([23830], [31634], 8).
addition([18855], [55086], 14).
addition([17170], [35087], 8).
addition([33056], [44251], 10).
addition([9363], [41691], 7).
addition([51748], [376], 7).
addition([3924], [28126], 4).
addition([54088], [58304], 9).
addition([19082], [49819], 2).
addition([18537], [40660], 11).
addition([4989], [10846], 11).
addition([858], [45246], 11).
addition([59890], [38168], 13).
addition([22836], [30645], 10).
addition([21627], [39294], 11).
addition([58215], [29099], 9).
addition([13846], [45573], 14).
addition([18236], [48503], 10).
addition([25826], [54646], 10).
addition([33509], [25386], 4).
addition([38732], [14421], 9).
addition([19605], [15595], 16).
addition([12073], [27812], 14).
addition([56361], [49319], 11).
addition([14074], [55867], 11).
addition([33820], [19176], 9).
addition([37180], [47528], 10).
addition([21202], [58532], 1).
addition([18221], [6563], 14).
addition([27928], [31598], 6).
addition([12379], [41331], 8).
addition([26240], [5652], 12).
addition([8201], [18451], 3).
addition([2135], [18303], 14).
addition([30640], [54347], 6).
addition([4215], [884], 15).
addition([746], [29934], 4).
addition([32345], [25410], 10).
addition([42269], [36143], 7).
addition([496], [58977], 12).
addition([35417], [4657], 8).
addition([6752], [6146], 7).
addition([39662], [58418], 10).
addition([15677], [11636], 1).
addition([6463], [8463], 8).
addition([39712], [9487], 8).
addition([34637], [41859], 10).
addition([8027], [18741], 6).
addition([37518], [29255], 7).
addition([5385], [1499], 13).
addition([33810], [14108], 10).
addition([29471], [5995], 7).
addition([25467], [5214], 13).
addition([11582], [37669], 11).
addition([5475], [52290], 8).
addition([54517], [14500], 15).
addition([23709], [1410], 9).
addition([5109], [16002], 11).
addition([8066], [11832], 15).
addition([41968], [16841], 9).
addition([12952], [36068], 7).
addition([57667], [42675], 11).
addition([3271], [54442], 10).
addition([26583], [2326], 9).
addition([31184], [58122], 17).
addition([58335], [36127], 3).
addition([53502], [28843], 4).
addition([2596], [24137], 12).
addition([5222], [42987], 14).
addition([9204], [46711], 4).
addition([18914], [15435], 1).
addition([25988], [34407], 11).
addition([35162], [4229], 12).
addition([53038], [47447], 0).
addition([21115], [36288], 6).
addition([5653], [4761], 13).
addition([53726], [53906], 9).
addition([58297], [25906], 8).
addition([19179], [33227], 6).
addition([49200], [55957], 9).
addition([25605], [29412], 11).
addition([10949], [28007], 11).
addition([2078], [24301], 10).
addition([22022], [10041], 15).
addition([5339], [29745], 17).
addition([11222], [29042], 3).
addition([19543], [58727], 1).
addition([24845], [33372], 17).
addition([3450], [25911], 7).
addition([21697], [57198], 7).
addition([53733], [50541], 3).
addition([32477], [14350], 9).
addition([47122], [30945], 14).
addition([44874], [30210], 9).
addition([43220], [5071], 8).
addition([21436], [37270], 7).
addition([29782], [34991], 12).
addition([54216], [49247], 10).
addition([29003], [11324], 14).
addition([31547], [54838], 9).
addition([28251], [50078], 15).
addition([36099], [40435], 15).
addition([10055], [53358], 12).
addition([55777], [28171], 9).
addition([34831], [43758], 5).
addition([20830], [42040], 10).
addition([36490], [28398], 5).
addition([18939], [44794], 5).
addition([10813], [12365], 7).
addition([56414], [28536], 12).
addition([39142], [41155], 17).
addition([33657], [40255], 5).
addition([39306], [387], 7).
addition([2114], [5412], 6).
addition([38133], [14214], 12).
addition([47771], [10082], 6).
addition([22257], [15943], 10).
addition([39683], [22959], 9).
addition([56736], [35837], 13).
addition([11587], [41803], 10).
addition([19615], [51998], 6).
addition([15010], [45632], 12).
addition([7304], [38037], 10).
addition([43344], [12403], 8).
addition([18026], [18029], 4).
addition([33130], [47299], 13).
addition([55295], [48825], 14).
addition([10441], [14453], 11).
addition([42507], [54370], 10).
addition([51380], [23888], 8).
addition([19392], [19335], 11).
addition([10364], [45976], 9).
addition([21481], [5725], 13).
addition([36034], [29477], 8).
addition([32311], [12924], 12).
addition([44764], [28780], 5).
addition([24983], [34448], 14).
addition([19399], [5719], 5).
addition([57747], [3548], 8).
addition([8336], [10893], 13).
addition([5255], [49229], 5).
addition([25670], [19928], 12).
addition([5802], [38274], 10).
addition([46478], [39961], 11).
addition([59906], [23331], 5).
addition([36355], [28415], 8).
addition([18658], [16199], 7).
addition([47230], [21003], 8).
addition([4059], [19403], 15).
addition([36788], [33489], 2).
addition([14459], [12126], 16).
addition([59463], [1095], 7).
addition([22629], [7915], 3).
addition([27306], [16992], 15).
addition([3255], [55617], 7).
addition([26170], [10194], 4).
addition([43477], [54648], 5).
addition([4332], [36293], 13).
addition([34212], [49329], 11).
addition([17396], [38126], 6).
addition([25292], [56161], 4).
addition([39424], [39276], 12).
addition([21698], [43778], 1).
addition([929], [6763], 9).
addition([23265], [42697], 7).
addition([8661], [10092], 13).
addition([59994], [13605], 9).
addition([56709], [40472], 8).
addition([30816], [5097], 5).
addition([33989], [2158], 9).
addition([42759], [28706], 4).
addition([30662], [18438], 7).
addition([24601], [26863], 6).
addition([59804], [24307], 12).
addition([29696], [38522], 6).
addition([22733], [51849], 5).
addition([3757], [24124], 8).
addition([8841], [9649], 8).
addition([25285], [41682], 5).
addition([40213], [5733], 10).
addition([34028], [17305], 5).
addition([4831], [49308], 10).
addition([18966], [23101], 10).
addition([43407], [33220], 7).
addition([53281], [31541], 12).
addition([56941], [54023], 1).
addition([27561], [58187], 16).
addition([14121], [32493], 2).
addition([59250], [44226], 9).
addition([32216], [17510], 8).
addition([44583], [35383], 8).
addition([50096], [50449], 4).
addition([28320], [12772], 13).
addition([58481], [33943], 2).
addition([28267], [27582], 6).
addition([25136], [44145], 9).
addition([58657], [30140], 9).
addition([49202], [31923], 14).
addition([12158], [39955], 1).
addition([43601], [16981], 13).
addition([57828], [12052], 11).
addition([27194], [12595], 11).
addition([7320], [11702], 9).
addition([264], [10102], 18).
addition([38564], [12244], 8).
addition([55912], [45792], 4).
addition([40609], [33184], 8).
addition([15273], [15089], 14).
addition([30762], [12570], 11).
addition([12998], [45127], 9).
addition([30191], [48027], 3).
addition([41372], [7726], 5).
addition([51026], [34271], 10).
addition([10016], [29075], 6).
addition([47337], [50685], 8).
addition([22454], [40210], 8).
addition([56612], [44375], 11).
addition([56888], [29902], 8).
addition([2367], [35467], 15).
addition([4865], [58936], 3).
addition([25721], [28016], 3).
addition([23119], [37799], 7).
addition([16874], [13613], 6).
addition([17381], [45036], 5).
addition([31205], [3370], 12).
addition([45010], [52330], 13).
addition([35061], [53738], 12).
addition([29434], [50201], 4).
addition([11132], [30671], 12).
addition([40438], [42103], 7).
addition([35847], [14411], 12).
addition([20392], [9038], 0).
addition([21621], [44267], 15).
addition([7337], [34551], 5).
addition([9110], [57076], 5).
addition([36398], [5515], 12).
addition([45067], [17958], 15).
addition([53021], [40448], 16).
addition([1067], [53188], 15).
addition([51941], [6540], 9).
addition([30575], [30480], 5).
addition([1792], [34434], 13).
addition([9563], [12515], 10).
addition([30050], [769], 16).
addition([8591], [29533], 11).
addition([49741], [43717], 7).
addition([59547], [9935], 8).
addition([54326], [45035], 2).
addition([51492], [18746], 14).
addition([17063], [21009], 5).
addition([38058], [37173], 9).
addition([17089], [51701], 5).
addition([58820], [55433], 3).
addition([40974], [44432], 2).
addition([4620], [54222], 15).
addition([35318], [17215], 10).
addition([17633], [18992], 7).
addition([25951], [20645], 8).
addition([25065], [41659], 6).
addition([21368], [25344], 6).
addition([26290], [19346], 6).
addition([28877], [25456], 1).
addition([49768], [1258], 5).
addition([59025], [18280], 10).
addition([38023], [27554], 12).
addition([51374], [15038], 8).
addition([14131], [1594], 3).
addition([34964], [20975], 10).
addition([36516], [47729], 6).
addition([56086], [43467], 11).
addition([15879], [56077], 15).
addition([20305], [26224], 4).
addition([54027], [42158], 3).
addition([47004], [19624], 7).
addition([55276], [15282], 15).
addition([10550], [59363], 6).
addition([759], [50927], 15).
addition([48122], [38236], 11).
addition([18212], [10005], 0).
addition([19452], [29698], 3).
addition([40563], [45725], 2).
addition([11918], [27377], 14).
addition([34906], [778], 8).
addition([118], [34763], 8).
addition([34994], [37579], 5).
addition([40853], [48182], 11).
addition([56138], [7486], 3).
addition([23540], [22123], 15).
addition([6971], [19206], 12).
addition([22775], [36866], 12).
addition([52247], [2744], 5).
addition([56149], [49838], 7).
addition([46755], [22349], 7).
addition([1895], [2444], 17).
addition([9836], [53173], 2).
addition([11329], [53858], 14).
addition([26046], [24799], 7).
addition([4251], [50675], 11).
addition([51000], [15410], 14).
addition([43358], [25027], 10).
addition([204], [34473], 11).
addition([16069], [44992], 17).
addition([26064], [35875], 13).
addition([43623], [20998], 11).
addition([8510], [57456], 15).
addition([22122], [58744], 7).
addition([32830], [15052], 7).
addition([46538], [3262], 6).
addition([12389], [55371], 10).
addition([15324], [19698], 12).
addition([40628], [36886], 18).
addition([41880], [46629], 8).
addition([17636], [59280], 14).
addition([39157], [15798], 1).
addition([3673], [27364], 4).
addition([52503], [16868], 6).
addition([46456], [13342], 12).
addition([16280], [12686], 9).
addition([16627], [52154], 2).
addition([44597], [281], 11).
addition([11536], [29185], 12).
addition([51015], [26969], 8).
addition([38826], [35460], 10).
addition([17306], [1531], 9).
addition([9641], [56679], 15).
addition([607], [17811], 11).
addition([59167], [38989], 5).
addition([19159], [12567], 14).
addition([30448], [21463], 12).
addition([18975], [45239], 6).
addition([41471], [7992], 10).
addition([42063], [35514], 1).
addition([52034], [45292], 14).
addition([30568], [30461], 11).
addition([38972], [56187], 11).
addition([51986], [48056], 6).
addition([32305], [58655], 11).
addition([41509], [54365], 12).
addition([49474], [19533], 7).
addition([46272], [24727], 13).
addition([21080], [18777], 12).
addition([20584], [40978], 9).
addition([19577], [48523], 9).
addition([21517], [3877], 8).
addition([58032], [57218], 8).
addition([44277], [6743], 3).
addition([934], [1528], 8).
addition([11521], [47309], 10).
addition([35804], [36203], 18).
addition([29614], [52027], 3).
addition([20516], [44119], 14).
addition([37659], [23352], 8).
addition([3505], [42765], 8).
addition([4108], [29763], 3).
addition([33235], [20792], 14).
addition([164], [37857], 12).
addition([48342], [45300], 10).
addition([45103], [44081], 17).
addition([19092], [18368], 11).
addition([2562], [46482], 15).
addition([48014], [3968], 11).
addition([33505], [16226], 9).
addition([57864], [25589], 12).
addition([10369], [21186], 7).
addition([37356], [59178], 9).
addition([52929], [11893], 13).
addition([38775], [7574], 10).
addition([32110], [20033], 13).
addition([27420], [13610], 4).
addition([59055], [9743], 9).
addition([44685], [3303], 13).
addition([5008], [31476], 9).
addition([14079], [48302], 4).
addition([10718], [8576], 14).
addition([2590], [32144], 6).
addition([56739], [39123], 6).
addition([19242], [33075], 10).
addition([4843], [32310], 6).
addition([35877], [9407], 18).
addition([41553], [6832], 0).
addition([46709], [52971], 5).
addition([15129], [57476], 17).
addition([26483], [44708], 13).
addition([58835], [53292], 11).
addition([34815], [19021], 9).
addition([27041], [58457], 4).
addition([37547], [18174], 2).
addition([27933], [54911], 5).
addition([38125], [16499], 6).
addition([43612], [6704], 4).
addition([56071], [54631], 2).
addition([28148], [37089], 10).
addition([44453], [37195], 7).
addition([14584], [36313], 8).
addition([4124], [27112], 18).
addition([6328], [8843], 3).
addition([40097], [1275], 5).
addition([19563], [1814], 10).
addition([29073], [4064], 4).
addition([1658], [48759], 8).
addition([20100], [19910], 11).
addition([30319], [27610], 12).
addition([19689], [53649], 4).
addition([10753], [55771], 11).
addition([10682], [57647], 8).
addition([36859], [20236], 11).
addition([19405], [6541], 10).
addition([58614], [25362], 15).
addition([17142], [32767], 18).
addition([56048], [58031], 9).
addition([1503], [48987], 15).
addition([58201], [51647], 17).
addition([2018], [29598], 8).
addition([25493], [12371], 10).
addition([39719], [52996], 6).
addition([19701], [25316], 12).
addition([27265], [40548], 11).
addition([37197], [58589], 10).
addition([15493], [58872], 6).
addition([59217], [5437], 13).
addition([24411], [16896], 12).
addition([44070], [51341], 14).
addition([45206], [20990], 3).
addition([47346], [52877], 6).
addition([15171], [43498], 15).
addition([41943], [59957], 6).
addition([18676], [33296], 7).
addition([25620], [34761], 17).
addition([24865], [36217], 7).
addition([57598], [41119], 4).
addition([52103], [1126], 11).
addition([8845], [1325], 12).
addition([43429], [27336], 2).
addition([33431], [58455], 14).
addition([21477], [52560], 7).
addition([22730], [28605], 9).
addition([38889], [24368], 1).
addition([29563], [22304], 11).
addition([57268], [57364], 1).
addition([4677], [11388], 17).
addition([24250], [4367], 11).
addition([12820], [8105], 10).
addition([30813], [24329], 4).
addition([14149], [56031], 5).
addition([40844], [35664], 6).
addition([40465], [28128], 11).
addition([54399], [45171], 7).
addition([20394], [7857], 2).
addition([24430], [27424], 6).
addition([1231], [25615], 14).
addition([15889], [23621], 10).
addition([40801], [364], 9).
addition([11641], [14052], 4).
addition([58505], [37008], 6).
addition([12605], [39161], 2).
addition([54881], [58035], 4).
addition([4430], [58816], 13).
addition([42980], [51655], 3).
addition([57438], [26397], 14).
addition([27721], [15649], 3).
addition([43827], [38389], 7).
addition([10431], [59160], 12).
addition([50275], [31582], 9).
addition([45504], [36915], 8).
addition([58191], [21825], 14).
addition([632], [35767], 15).
addition([37157], [5540], 9).
addition([26059], [23890], 9).
addition([25550], [23647], 5).
addition([3974], [19979], 5).
addition([2725], [57151], 3).
addition([20090], [4642], 7).
addition([51392], [16260], 8).
addition([6195], [55589], 7).
addition([36059], [12932], 6).
addition([17050], [56708], 9).
addition([39654], [51529], 10).
addition([48327], [14360], 11).
addition([36743], [29360], 14).
addition([17273], [42204], 13).
addition([6355], [53876], 8).
addition([50423], [5362], 9).
addition([16295], [51045], 5).
addition([46823], [48648], 8).
addition([34468], [43787], 12).
addition([47084], [47027], 9).
addition([43178], [565], 13).
addition([12714], [47667], 7).
addition([36479], [42842], 9).
addition([23230], [45359], 7).
addition([6304], [37871], 14).
addition([43388], [55626], 14).
addition([21413], [12485], 4).
addition([58710], [5065], 4).
addition([56580], [25573], 12).
addition([39465], [42532], 3).
addition([12075], [7496], 5).
addition([28506], [17570], 17).
addition([20162], [35843], 15).
addition([41369], [12356], 10).
addition([12634], [49383], 10).
addition([18492], [37711], 4).
addition([51703], [59894], 11).
addition([13901], [20412], 12).
addition([14546], [45367], 6).
addition([58712], [16370], 7).
addition([6], [17103], 4).
addition([7105], [45159], 8).
addition([35576], [20676], 17).
addition([35822], [3797], 5).
addition([49712], [46339], 4).
addition([19209], [45075], 1).
addition([8899], [7176], 10).
addition([5427], [16966], 14).
addition([25216], [15366], 17).
addition([39723], [22204], 7).
addition([50209], [59621], 11).
addition([56884], [51494], 14).
addition([28694], [28067], 10).
addition([54507], [14511], 5).
addition([17756], [29930], 10).
addition([51324], [43093], 17).
addition([17299], [48575], 11).
addition([42974], [22636], 1).
addition([53326], [47511], 8).
addition([3684], [33074], 11).
addition([9197], [16745], 5).
addition([12677], [17132], 8).
addition([5487], [21239], 6).
addition([33734], [51519], 8).
addition([14024], [58019], 4).
addition([3929], [42570], 6).
addition([18479], [3242], 9).
addition([51307], [55597], 12).
addition([11297], [42048], 10).
addition([15120], [57435], 0).
addition([25259], [53714], 6).
addition([44710], [48804], 11).
addition([31842], [49995], 14).
addition([27028], [30328], 10).
addition([41168], [14716], 16).
addition([44952], [10538], 11).
addition([17459], [35375], 9).
addition([41198], [18429], 13).
addition([35506], [7940], 18).
addition([13319], [33246], 16).
addition([59096], [25199], 5).
addition([50625], [20302], 9).
addition([12999], [49921], 16).
addition([10520], [33216], 8).
addition([45828], [4239], 9).
addition([18209], [15257], 11).
addition([40442], [46577], 11).
addition([7409], [19440], 1).
addition([1219], [7187], 10).
addition([30557], [44346], 12).
addition([29618], [51569], 10).
addition([45360], [56926], 7).
addition([10720], [4454], 12).
addition([15177], [11416], 15).
addition([41858], [4900], 2).
addition([53130], [55204], 9).
addition([43924], [56781], 7).
addition([31668], [35908], 5).
addition([24980], [11956], 8).
addition([2977], [8199], 10).
addition([25890], [59273], 14).
addition([45649], [34574], 16).
addition([48609], [51993], 12).
addition([20725], [28241], 16).
addition([36822], [19373], 3).
addition([7905], [5694], 0).
addition([7795], [203], 10).
addition([11975], [54830], 7).
addition([29588], [11531], 6).
addition([29475], [7954], 9).
addition([24984], [34660], 10).
addition([21715], [28184], 2).
addition([3431], [24304], 7).
addition([41903], [57954], 15).
addition([25921], [42692], 2).
addition([49366], [24535], 9).
addition([32933], [43507], 7).
addition([34647], [28175], 12).
addition([12895], [19002], 9).
addition([50498], [40497], 3).
addition([34748], [38020], 15).
addition([10597], [46937], 12).
addition([12066], [45616], 13).
addition([38644], [59415], 2).
addition([31209], [14732], 7).
addition([29002], [55604], 15).
addition([40026], [41011], 10).
addition([55652], [6480], 11).
addition([36938], [30257], 13).
addition([23028], [23615], 6).
addition([12758], [13826], 6).
addition([10882], [21963], 8).
addition([38162], [48964], 9).
addition([43932], [7379], 6).
addition([6877], [2307], 2).
addition([26033], [9288], 4).
addition([30631], [52176], 15).
addition([39417], [55009], 10).
addition([21960], [21579], 3).
addition([35114], [3127], 11).
addition([20177], [40794], 8).
addition([56830], [29776], 12).
addition([13794], [24156], 16).
addition([15353], [59111], 10).
addition([29650], [23219], 4).
addition([24680], [230], 10).
addition([51011], [37983], 12).
addition([50891], [59820], 8).
addition([46861], [6400], 6).
addition([33928], [29986], 6).
addition([45720], [33511], 12).
addition([25248], [18817], 11).
addition([25300], [30667], 8).
addition([20040], [4107], 8).
addition([27224], [10142], 14).
addition([21246], [17034], 10).
addition([58544], [2318], 4).
addition([40640], [39173], 6).
addition([10011], [57963], 3).
addition([13594], [54839], 10).
addition([5645], [16359], 13).
addition([58160], [31899], 7).
addition([58675], [53501], 8).
addition([26898], [50164], 11).
addition([52175], [15490], 8).
addition([49151], [5787], 3).
addition([56986], [9803], 2).
addition([32289], [35508], 8).
addition([17397], [46174], 13).
addition([7749], [49304], 4).
addition([3857], [946], 6).
addition([35712], [24807], 0).
addition([43233], [15933], 6).
addition([35644], [29162], 10).
addition([13710], [40094], 11).
addition([33398], [25367], 10).
addition([36936], [57728], 11).
addition([45141], [43643], 12).
addition([40370], [17521], 10).
addition([9869], [32436], 6).
addition([26866], [10896], 6).
addition([45330], [30802], 6).
addition([36659], [51505], 4).
addition([59902], [4536], 7).
addition([54680], [41213], 8).
addition([6557], [57896], 14).
addition([42382], [59340], 12).
addition([17104], [48746], 6).
addition([20529], [8965], 11).
addition([55490], [51413], 13).
addition([16009], [28761], 13).
addition([33716], [37978], 3).
addition([34919], [58345], 6).
addition([12192], [12445], 6).
addition([24045], [53005], 11).
addition([26021], [9016], 13).
addition([4651], [47627], 6).
addition([30936], [41736], 13).
addition([8425], [52934], 3).
addition([3917], [34961], 4).
addition([7184], [25058], 15).
addition([33170], [53304], 8).
addition([58726], [13446], 4).
addition([39222], [30017], 10).
addition([57436], [56575], 2).
addition([13459], [35668], 7).
addition([15563], [45215], 11).
addition([37202], [49194], 9).
addition([40102], [34639], 9).
addition([44943], [22287], 14).
addition([50193], [7813], 6).
addition([5240], [1030], 9).
addition([2778], [11355], 15).
addition([59233], [9967], 7).
addition([44102], [6261], 14).
addition([35053], [30686], 16).
addition([18489], [4025], 11).
addition([37665], [34834], 16).
addition([43128], [7197], 8).
addition([42511], [33752], 6).
addition([42534], [27517], 7).
addition([5804], [40869], 11).
addition([37406], [43020], 8).
addition([25490], [24956], 13).
addition([21221], [45258], 10).
addition([42494], [36856], 8).
addition([37920], [29474], 1).
addition([55894], [12773], 14).
addition([48296], [51429], 15).
addition([44894], [32619], 7).
addition([54700], [24114], 7).
addition([56887], [23288], 16).
addition([55109], [35264], 12).
addition([41632], [21729], 7).
addition([32805], [170], 17).
addition([7913], [25637], 16).
addition([35930], [17870], 6).
addition([13182], [30603], 14).
addition([57549], [56186], 13).
addition([33892], [28711], 11).
addition([29406], [41689], 12).
addition([11939], [20188], 10).
addition([29294], [30560], 10).
addition([13740], [34089], 6).
addition([54596], [13046], 14).
addition([43222], [49234], 10).
addition([49864], [18405], 12).
addition([55227], [46110], 8).
addition([31996], [40020], 10).
addition([16829], [55459], 14).
addition([5045], [14689], 14).
addition([27406], [53842], 8).
addition([26932], [5079], 7).
addition([9547], [42], 11).
addition([45374], [21272], 8).
addition([44068], [3899], 11).
addition([51477], [22353], 9).
addition([53323], [22876], 9).
addition([20057], [32391], 10).
addition([49167], [776], 1).
addition([43846], [54476], 11).
addition([11510], [19954], 13).
addition([12045], [38039], 9).
addition([53799], [57215], 9).
addition([57222], [42476], 4).
addition([33135], [39488], 8).
addition([5257], [13357], 14).
addition([41441], [6267], 14).
addition([16405], [51199], 9).
addition([31692], [38642], 10).
addition([42136], [39898], 0).
addition([39388], [12899], 14).
addition([19172], [28158], 14).
addition([15827], [59871], 16).
addition([13337], [31544], 10).
addition([10568], [25875], 5).
addition([37056], [48472], 13).
addition([34155], [56289], 4).
addition([32511], [54692], 6).
addition([30299], [12752], 3).
addition([5336], [368], 9).
addition([18659], [46222], 9).
addition([1335], [22955], 14).
addition([49895], [639], 5).
addition([25502], [25904], 16).
addition([30511], [28197], 12).
addition([19522], [46569], 13).
addition([34649], [37106], 16).
addition([45772], [2310], 8).
addition([46922], [31462], 6).
addition([15543], [25842], 5).
addition([59450], [22825], 3).
addition([48883], [43167], 15).
addition([43422], [9973], 1).
addition([29172], [24360], 10).
addition([54852], [18888], 8).
addition([26361], [46542], 10).
addition([48200], [51561], 3).
addition([16577], [12992], 7).
addition([7576], [30661], 10).
addition([21631], [58441], 11).
addition([11208], [23641], 13).
addition([21735], [41448], 7).
addition([2021], [48343], 10).
addition([49967], [42104], 12).
addition([2571], [24765], 10).
addition([36009], [7177], 4).
addition([34441], [32414], 5).
addition([41786], [59726], 10).
addition([14826], [49466], 17).
addition([46475], [48865], 13).
addition([55494], [18228], 16).
addition([14633], [19387], 11).
addition([54016], [47010], 12).
addition([37206], [48320], 11).
addition([45426], [7301], 7).
addition([34680], [14580], 11).
addition([55571], [49793], 18).
addition([55690], [46281], 8).
addition([15462], [5163], 13).
addition([52191], [13488], 6).
addition([54628], [31848], 5).
addition([36050], [50312], 12).
addition([47688], [36125], 8).
addition([1973], [40645], 12).
addition([22390], [15816], 12).
addition([44677], [47019], 2).
addition([49124], [49893], 3).
addition([47820], [27090], 6).
addition([26055], [3918], 8).
addition([38320], [5069], 11).
addition([54414], [20006], 5).
addition([35166], [14144], 9).
addition([15184], [41874], 10).
addition([34609], [46782], 8).
addition([24462], [4797], 10).
addition([34571], [48509], 12).
addition([11315], [4529], 5).
addition([28001], [46739], 14).
addition([37923], [31053], 6).
addition([56513], [30301], 3).
addition([58043], [33891], 15).
addition([34117], [2379], 9).
addition([49947], [5193], 11).
addition([22721], [18673], 8).
addition([54499], [18668], 12).
addition([52392], [755], 10).
addition([15367], [48194], 13).
addition([23908], [36738], 2).
addition([36965], [51415], 2).
addition([56945], [40047], 10).
addition([55237], [5011], 10).
addition([41191], [5567], 3).
addition([47450], [13219], 14).
addition([13497], [6549], 2).
addition([36539], [4903], 6).
addition([25083], [6946], 10).
addition([15121], [31243], 1).
addition([23247], [12815], 8).
addition([2060], [48664], 10).
addition([51269], [52962], 11).
addition([5009], [15298], 12).
addition([22031], [37661], 5).
addition([4103], [25895], 15).
addition([49491], [50725], 11).
addition([19981], [43441], 10).
addition([21422], [37607], 10).
addition([37964], [19044], 6).
addition([57887], [17491], 3).
addition([54234], [11558], 5).
addition([34359], [58357], 6).
addition([28893], [36188], 8).
addition([23510], [12957], 13).
addition([10450], [25197], 7).
addition([24141], [23440], 15).
addition([53703], [20557], 16).
addition([19895], [47925], 10).
addition([21586], [46865], 1).
addition([16323], [6013], 6).
addition([38245], [58477], 8).
addition([37478], [4781], 7).
addition([33563], [25910], 5).
addition([29040], [49476], 6).
addition([46147], [40994], 16).
addition([8878], [47206], 9).
addition([9600], [7501], 5).
addition([12891], [25446], 14).
addition([32596], [4852], 8).
addition([20336], [26172], 12).
addition([1312], [9697], 4).
addition([56076], [30173], 15).
addition([10724], [28892], 12).
addition([48488], [43069], 8).
addition([13379], [10137], 4).
addition([35638], [48688], 10).
addition([20968], [1705], 12).
addition([48075], [47174], 8).
addition([59360], [51793], 12).
addition([688], [33199], 11).
addition([42260], [59021], 10).
addition([57400], [19826], 9).
addition([9176], [26861], 18).
addition([35426], [21537], 8).
addition([16907], [14107], 4).
addition([18227], [6185], 6).
addition([41514], [55952], 3).
addition([31403], [34883], 12).
addition([51144], [21303], 7).
addition([41765], [18096], 9).
addition([17694], [36567], 13).
addition([23860], [40463], 6).
addition([41468], [11869], 10).
addition([39881], [58618], 6).
addition([59197], [12862], 5).
addition([7825], [31330], 15).
addition([54532], [27752], 9).
addition([30312], [35761], 7).
addition([38074], [23663], 11).
addition([8124], [35586], 2).
addition([39478], [43665], 8).
addition([58769], [40815], 2).
addition([39199], [53265], 18).
addition([41443], [25098], 6).
addition([43099], [44484], 16).
addition([45106], [7909], 16).
addition([9115], [14757], 14).
addition([52012], [55141], 12).
addition([12644], [15408], 12).
addition([48957], [42672], 11).
addition([56928], [18968], 10).
addition([8725], [40614], 3).
addition([9812], [50550], 4).
addition([40834], [48624], 6).
addition([10332], [12275], 14).
addition([54610], [42680], 11).
addition([5794], [16247], 16).
addition([24565], [37560], 9).
addition([31608], [30566], 7).
addition([27417], [56334], 9).
addition([5999], [25417], 12).
addition([35553], [1094], 11).
addition([13929], [41586], 9).
addition([31606], [43520], 13).
addition([2660], [30926], 3).
addition([7209], [56063], 8).
addition([58230], [26479], 2).
addition([28876], [50621], 7).
addition([21560], [7327], 4).
addition([42053], [57432], 9).
addition([10076], [44239], 13).
addition([38446], [30413], 0).
addition([59229], [3041], 4).
addition([16103], [49310], 9).
addition([29634], [2883], 11).
addition([36051], [21997], 11).
addition([26877], [42095], 11).
addition([55445], [51121], 8).
addition([49722], [53182], 7).
addition([10229], [26914], 7).
addition([25649], [2069], 11).
addition([50285], [48032], 15).
addition([53267], [37762], 16).
addition([59227], [25370], 11).
addition([48453], [25595], 8).
addition([867], [56753], 12).
addition([15826], [20586], 11).
addition([16626], [33430], 10).
addition([59352], [4801], 8).
addition([23584], [51881], 10).
addition([51184], [19525], 15).
addition([31113], [13689], 2).
addition([41840], [1555], 18).
addition([58622], [49315], 12).
addition([17428], [2048], 11).
addition([4485], [26772], 1).
addition([43446], [4817], 7).
addition([2730], [6593], 1).
addition([119], [28187], 1).
addition([23632], [16632], 11).
addition([19068], [20801], 1).
addition([32809], [27427], 2).
addition([4883], [36447], 3).
addition([4322], [50668], 9).
addition([52370], [29087], 3).
addition([27188], [37121], 8).
addition([9552], [9504], 9).
addition([42119], [58699], 13).
addition([47784], [28104], 7).
addition([15582], [30138], 9).
addition([22394], [53680], 13).
addition([48663], [38430], 3).
addition([9630], [8577], 15).
addition([44954], [51128], 15).
addition([39362], [41403], 10).
addition([40892], [26789], 4).
